Dim1,Dim2
2.621593862135992,-3.702056081527993
-0.4125515089313363,-3.966860311516071
0.6307798093258523,0.14419358452104242
7.485895698370209,0.22089779922414152
4.873303640534633,-0.29605157117163017
1.104766662912351,0.5609727583537872
1.891824765322122,0.7459085426227132
1.2473633896660892,-2.6432552796598907
6.966169769236754,1.9791930476951103
2.62422145909647,-1.2250962989205976
5.40448613099528,-1.4255044205912273
0.6333688707955537,-1.4222094738545907
0.4572629522978652,1.690270686004793
0.9011784406535639,1.852204644976872
2.0871218975778834,-2.2073779938829956
0.8036997196048535,0.6012032081962604
-3.6624547796458002,-1.1090237507645875
-0.5881336026066881,0.8459363057934449
0.5006054482282484,2.3210654528209083
0.9375438140879425,-2.072258548726013
-0.3386443641533321,1.085622682390835
5.190310660444383,-1.4326756917140286
4.1193786350608175,1.022693041940654
-5.391711207023102,1.697879120637226
3.856745299133463,0.2894557322411885
0.4752069743589935,0.005592263352111076
-0.8931835544775282,1.4107572473333059
1.84458684711208,0.6425670115504523
1.9835530308382896,-2.4884107428774422
-2.3249332654903037,-4.4487632528709415
5.130411828765287,2.1475899149164492
-0.5431558009540907,1.603886734289674
-1.9356884378795491,-1.2704559017618595
-6.765974756629601,2.5447049050680586
-2.648664391891291,2.221806583877473
-1.4244594000847863,-1.087929966529325
0.19316485938848885,-4.033371120970565
-5.190720570171678,-1.3919295981541198
-2.8019068700363943,0.759597926429167
-1.4241691762790267,2.9046682053039303
9.17927339709798,1.6888519318134343
-4.597600843821944,-3.329787294429192
-1.841902727431072,1.5417948386863802
5.384908580473332,0.7742549396141906
-1.9416762040322553,1.7029901768622868
-2.638111417528944,-2.4461786153525633
-2.9959750221188806,3.054968806879331
-3.5391450987837247,0.4841022679674037
0.6184345426267954,-1.5969883403860976
4.873701825844562,-0.6489060061233631
-1.5025305830306985,3.3038028555638395
2.8093819900991646,-2.2380232534263027
-4.8041139492341705,-3.427412473927235
3.459554962531343,-0.7509203432963699
-1.3472050498448425,1.7113260282597
-5.483204650062157,1.9178441276317426
-7.323886505773087,0.16125254437735956
2.0054985211640792,-1.618938730940238
5.601351854177695,-0.7798123618772522
-3.159187695894863,0.8164204286840081
2.2474176263246988,1.0988971645132455
-6.102348065549777,1.0891065618963105
-2.079540642586655,3.185245038758873
-2.245471819415594,0.8916568218849715
-4.36159408072357,0.7881541727382585
-4.499510067621831,0.9170358423311668
-1.0333737635019147,0.17208590572825705
4.307431159608135,2.1182975408283147
0.6905185003635019,2.523953533269232
-4.753217379500843,1.5455902263459513
3.2665218368625073,0.8325600209037471
0.4999323683294465,1.1545615828837796
-0.8679136758009569,-3.1110338981945858
2.4098532616995407,-2.323847708053703
