630	0,537522726	174	0	0,316572654	0,618633594	40	0,742630083	1,298407933	0	20,21865706	0,276190476	5,643988628	179,2152444	113,0886279	495,7738465	0,284468642	0,179505759	0,786942614	493,0806443	0,974088326	0,486875991	0,266086511
309	1,296350588	142	0	0,138216863	1,257374714	530	2,398636717	4,760197675	0	42,11931628	0,459546926	6,67620553	111,9136641	153,2674285	2077,405464	0,362180143	0,496011095	6,72299503	2076,211115	0,990273056	0,936991233	0,605848488
83	1,019498319	31	0	0,155254529	0,654592234	78	1,627276163	2,132922597	0	10,90293757	0,373493976	1,410306008	46,1610591	59,42612825	200,6720461	0,556157339	0,715977449	2,417735495	198,7729305	0,970833121	0,868778058	0,691536071
412	0,264079013	109	0	0,225753921	0,401233694	535	0,359077734	0,246462055	0	1,283252662	0,264563107	1,813342558	82,83881645	27,0346534	4,349852475	0,201065088	0,065618091	0,010557894	3,019850882	0,898968755	0,070579024	0
396	0,534854639	35	0,227919423	0,479513329	0,728286385	454	0,586710351	0,386947152	0	1,872004583	0,088383838	3,530040614	102,8340844	35,83042685	7,502918224	0,259682031	0,090480876	0,018946763	6,519295372	0,961920507	0,317393016	0
100	1,077164043	26	0	0,807484184	1,885999023	2138	1,455627085	1,123674201	0	5,130752317	0,26	1,795273405	46,93639007	37,97699933	47,60011917	0,469363901	0,379769993	0,476001192	46,80736102	0,993556829	0,844837283	0,215257956
162	0,859429332	9	0,248119574	0,464833569	1,2833284	127	0,909983998	0,914456915	0	5,303246085	0,055555556	2,320459196	67,57958355	40,20551275	26,94262253	0,417157923	0,248182177	0,166312485	26,22981078	0,974478404	0,71391462	0,143480545
253	0,737356905	74	0	0,260121353	0,942818038	1175	1,042186017	1,891462273	0	26,76689123	0,292490119	3,109188285	99,09281849	101,5381393	925,5358133	0,391671219	0,401336519	3,658244321	924,0913264	0,968682856	0,764580919	0,265141121
277	0,317333706	36	0,191302423	0,285099593	0,441847403	90	0,364736251	0,211521442	0	1,077970263	0,129963899	1,465023942	60,47983613	18,22758952	2,419654359	0,218338759	0,065803572	0,008735214	1,76378018	0,926036334	0,023827962	0
272	0,743283989	40	0,208086925	0,586636639	1,123301213	1506	0,8714364	0,65495015	0	2,582505778	0,147058824	3,369554082	114,6916115	70,9785874	43,34939482	0,421660336	0,260950689	0,159372775	41,69332223	0,98200466	0,631247368	0
546	0,394599876	64	0,177158073	0,36972213	0,530161189	1001	0,44699488	0,310721969	0	2,495923985	0,117216117	3,590858868	146,8282391	55,0607394	12,58565412	0,268916189	0,100843845	0,023050649	10,91933199	0,936696626	0,117029671	0
244	1,074058675	25	0,235851683	0,596487711	1,334778196	25	1,196668112	1,361987985	0	7,852926569	0,102459016	4,36783861	111,3505487	86,19007876	136,5717618	0,456354708	0,353238028	0,559720335	135,7702666	0,985218649	0,764540219	0,366233814
52	1,161852691	24	0	0,123321851	1,568773904	77	2,157726427	1,906971871	0	7,208895775	0,461538462	1,006938999	27,19468219	32,43701892	73,6704747	0,522974658	0,623788825	1,416739898	72,28212048	0,985897795	0,947515028	0,61478929
90	1,23034581	9	0,227826125	0,766491815	1,837348529	302	1,3670509	1,245252539	0	5,219600301	0,1	1,845518715	41,35400466	26,92655517	17,49752239	0,459488941	0,299183946	0,194416915	17,0769222	0,987180651	0,857925407	0,356390135
350	0,864134061	57	0,151687149	0,612646891	1,349967909	3994	1,032242053	0,864087166	0	4,24727666	0,162857143	5,040782024	143,989463	90,53372092	67,41802796	0,411398466	0,258667774	0,192622937	65,16618064	0,976393613	0,759675191	0,139724576
121	1,176448093	15	0,164131339	0,354358858	1,346760449	34	1,342926597	1,660440253	0	6,469548202	0,123966942	2,372503654	57,16352754	42,10539026	44,40315023	0,472425847	0,347978432	0,366968184	43,43559226	0,97467876	0,823608314	0,642954611
113	3,174848484	5	1,189025192	2,309518296	4,082735854	179	3,321832211	3,204246697	0	19,98466881	0,044247788	5,979297979	92,13680503	115,9264457	493,17464	0,815369956	1,025897749	4,364377345	492,957339	0,998704211	0,97296539	0,702422005
35	1,74965532	23	0	0	0,19340639	204	5,103161351	4,414414083	0	19,09294734	0,657142857	1,02063227	22,77575092	49,88575479	363,8452599	0,650735741	1,42530728	10,39557885	357,6996302	0,988523116	0,988523116	0,922182777
55	1,301290661	17	0	0,813939661	2,368468647	115	1,88344701	1,477275369	0	5,757504199	0,309090909	1,192849773	26,5373357	23,90850008	28,83299553	0,482497013	0,434700001	0,524236282	28,5350139	0,993926204	0,918166613	0,31881144
317	1,222084287	49	0,269043303	0,956771479	1,858467483	948	1,445525071	1,069020118	0	5,033442709	0,154574132	6,456678652	132,5144896	86,23309133	60,81571733	0,418026781	0,272028679	0,191847689	60,18023693	0,993795713	0,830985118	0,222225106
127	1,616909826	1	0,594799831	1,35041923	2,503179272	139	1,629742444	1,271283972	0	6,731081876	0,007874016	3,422459131	55,61061908	36,37132785	34,79405052	0,43787889	0,286388408	0,273968902	34,62037434	0,993039977	0,874116237	0,324922589
444	0,480524502	166	0	0,213815792	0,851192744	878	0,767456399	0,56899961	0	2,691504553	0,373873874	3,555881315	95,74875387	41,09611058	11,83966275	0,215650347	0,092558808	0,026665907	11,185473	0,967286589	0,590186205	0
158	0,508291446	44	0	0,237268337	0,697276937	25	0,70447411	0,664195586	0	3,338337972	0,278481013	1,338500809	53,03109623	30,5639374	16,80180149	0,33563985	0,193442642	0,106340516	15,50608821	0,951799062	0,603694272	0,079572724
16	7,047472672	0	0,680748496	1,15447003	4,230858394	23	7,047472672	12,98747078	0,12868338	41,63959571	0	1,879326046	25,2158543	84,87881777	1847,182914	1,575990894	5,30492611	115,4489321	1846,788613	0,990658758	0,956826561	0,908290496
222	0,602103953	40	0,175059828	0,391602887	0,882891639	436	0,734434492	0,623769137	0	3,036803097	0,18018018	2,227784625	66,89445272	33,33463259	14,88114068	0,301326364	0,150156003	0,067032165	14,16312251	0,971514676	0,523205994	0,022719155
