Dim1,Dim2,Dim3
1.6234768557290404,1.9405825802032541,-1.1673650409751704
-0.018166844542119486,2.2855230493195005,-0.7799382380060719
-0.6566608458776094,-0.6264307114394044,-0.3362137489252853
2.9176964868150295,-1.362074403774969,0.12857048664679824
2.63819161685776,-0.4504006440492485,0.15618215256998108
0.13506610396670632,-0.9774993443099532,0.10480569896736974
0.7786100225694572,-0.5178841409736021,-0.16938432628140995
0.2634765437047676,0.8915254568084948,-1.2055528662544066
2.629380939394618,-1.9168391073571225,0.5157057190721749
2.026553179444569,-0.14440931299064563,-0.03686692952795176
3.0648931153849586,-0.030359898388110325,-0.30711805429439215
1.0553252466323195,0.735096983268115,-0.37734396028504513
-1.0647049732847602,-1.432322769337683,0.26911579017560655
-0.0728670349775266,-1.0502951135898695,0.21437591796130845
1.9988100219392473,0.7857663246586958,-0.16480559437223716
0.09975425791577952,-0.431217612233266,-0.10467747494075684
-0.2956222364330999,1.4196250515091955,-0.09132568515667168
-2.222401708848078,-1.0404234939384311,-0.005661308771890972
-0.8158371824796435,-1.565183344194905,0.4442705409973476
1.7334402752989628,1.169639250956125,0.15680371897524648
0.25422699151279343,-0.2643809442418702,0.1550717256238641
2.2574637225616097,-0.192125241044815,-0.08090119170617027
0.9548903947340629,-1.2510956668304805,0.024253360603980333
-3.305775114036956,-0.3313814442586385,-0.014103366278118357
1.4298324459445049,-0.8481359448960134,0.02048669698101443
0.7013258006677244,-0.20583176072600123,-0.10274964765039894
-1.3441687269699463,-0.854397235120066,-0.013294338239103925
0.3075178245112357,-0.911186312191665,-0.1425086677576849
1.6519871021347963,1.1897248303688484,-0.11154909945882129
1.0359105150371433,5.901642439882958,1.5274818081347132
1.6217294464744247,-1.4744755341388491,0.378816193548979
-1.0679320334956557,-1.0421184499367444,-0.029353269949090495
-1.1989545217923658,0.7825430229598471,-0.293943759995606
-3.860082446794431,-0.6427414048797041,0.5503979008656531
-1.3620746976493447,-1.2590722956803662,0.4767910019506111
0.4274766613661347,1.2295929163743506,-0.43062235360407564
2.331997038653362,3.9367190770805993,0.9374317376044125
-1.0251092274656828,2.5480632683872066,0.03659064555141993
-0.4549121075715713,0.09048350043548098,0.08173555100955603
-1.2551156328109379,-1.374166209608491,0.3523964444009826
2.868798382448009,-2.268383034851867,0.6423711631965597
-0.8518274852510709,3.5475279564128077,0.31964882339831446
-1.6672797450153922,-0.8376849097049787,-0.04531279214569113
2.389637525880084,-1.3380264300484397,0.35619214502996704
-0.958376299129505,-0.843904256100008,0.0721989600359584
-0.5854319592776657,1.1552333219431996,-0.42146276755652134
-2.1677507359804054,-1.2575134336046017,0.4380062709553364
-1.0617050588048842,0.08355023595007909,0.024493654054052905
0.8797694861542348,0.5801210868836139,-0.12755434298245716
1.7413555540347805,-0.7198355815274825,-0.28106768218856476
-1.095224406847986,-1.5917414259216454,0.6036443182025079
0.8604487297903146,0.4618297566403797,-0.9890846271989857
-0.5997025482353335,4.258480437198909,0.798197967289543
1.563322859860708,0.14395413357477566,-0.28934863999310306
-2.3891892399097303,-1.135870263087651,0.1274310972491493
-2.4524890467289517,-0.5373914073585112,0.1888552917987063
-3.064436004642119,0.7959255287493575,-0.12424203550683227
0.9339327592863581,0.7972649894546083,-0.6177252493853609
1.8057385351178585,-0.5557726053451982,-0.2527703805870411
-1.7823406095377476,-0.37923150216007184,0.08312262877294295
0.9221650233187523,-0.8670582804541851,0.4499909472326399
-2.8838330033543196,0.1684922769331563,0.10090710640145517
-1.8069753010748273,-1.4275431281223327,0.40184957416276795
-1.630753352916525,-0.45676551038966345,-0.390614334210493
-2.7544232150176025,-0.11137337988321128,-0.24121369794486247
-2.734488548214119,-0.2726184473787083,-0.07750091845767489
0.0433993632254618,0.17569395201383844,-0.42054476501777466
1.3924626050170748,-1.6103743081267814,0.4356083003381053
-0.758365123057331,-1.5337693884256032,0.3607807980899372
-2.550715530038546,-0.4170511924295251,0.07616763048895436
1.3302192509439992,-1.1359494362128573,0.12687782561156608
-1.5766002924685212,-1.37553407913407,0.19464531710173394
1.3967403038642556,2.7051176146359874,0.10195117703962286
0.9935581222121678,0.4331714308603223,-0.7725566993394707
1.9700103826190094,0.1629401147087455,-0.16091030984718807
-1.6290026362865002,-0.22266323912383051,-0.2446869967808636
0.45109722986448053,-1.5078177002215882,0.24658140765943554
-0.8961145511478005,-1.26768773607676,0.1588335706396389
0.17262771669900262,-0.7937546242705156,-0.0752985561052672
-0.5788432525088658,-1.1185611145293584,0.2197234003973147
